BE,DE,DK,GB,NO,NL,time,hour,dayofweek,month
0.759461733,0.393117428,0.546,0.320142602,0.545506315,0.546,01/01/2015 00:00,0,3,1
0.757569386,0.390280351,0.54,0.29483066,0.545384287,0.54,01/01/2015 01:00,1,3,1
0.762405383,0.389117271,0.54,0.294117647,0.545201245,0.54,01/01/2015 02:00,2,3,1
0.769343987,0.387282849,0.538,0.29483066,0.545282597,0.538,01/01/2015 03:00,3,3,1
0.78195963,0.385833795,0.542,0.294474153,0.545363949,0.542,01/01/2015 04:00,4,3,1
0.776492851,0.385385652,0.54,0.296613191,0.545119893,0.54,01/01/2015 05:00,5,3,1
0.765349033,0.383838947,0.538,0.31087344,0.545669019,0.538,01/01/2015 06:00,6,3,1
0.766820858,0.383724732,0.546,0.425311943,0.545262259,0.546,01/01/2015 07:00,7,3,1
0.772497897,0.386743159,0.564,0.450623886,0.545831723,0.564,01/01/2015 08:00,8,3,1
0.77901598,0.389016134,0.562,0.537967914,0.546401188,0.562,01/01/2015 09:00,9,3,1
0.794154752,0.392236836,0.562,0.52228164,0.54658423,0.562,01/01/2015 10:00,10,3,1
0.867746005,0.39313225,0.562,0.386809269,0.546604568,0.562,01/01/2015 11:00,11,3,1
0.898654331,0.391199306,0.564,0.348663102,0.547052004,0.564,01/01/2015 12:00,12,3,1
0.905803196,0.390082436,0.562,0.404991087,0.547052004,0.562,01/01/2015 13:00,13,3,1
0.903700589,0.389161737,0.568,0.475935829,0.546319836,0.568,01/01/2015 14:00,14,3,1
0.891295206,0.388042251,0.568,0.435650624,0.546197808,0.568,01/01/2015 15:00,15,3,1
0.885828427,0.38800912,0.57,0.557575758,0.545689357,0.57,01/01/2015 16:00,16,3,1
0.883515559,0.387741455,0.564,0.646702317,0.545750371,0.564,01/01/2015 17:00,17,3,1
0.85744323,0.38033663,0.562,0.660962567,0.546340174,0.562,01/01/2015 18:00,18,3,1
0.870479394,0.38068538,0.56,0.570409982,0.545669019,0.56,01/01/2015 19:00,19,3,1
0.873633305,0.379810019,0.562,0.43030303,0.54627916,0.562,01/01/2015 20:00,20,3,1
0.859756098,0.3820673,0.572,0.356149733,0.546441864,0.572,01/01/2015 21:00,21,3,1
0.85765349,0.381120445,0.57,0.300891266,0.543696231,0.57,01/01/2015 22:00,22,3,1
0.853658537,0.378757667,0.57,0.279857398,0.583335028,0.57,01/01/2015 23:00,23,3,1
0.858494533,0.37727025,0.57,0.296613191,0.583335028,0.57,01/02/2015 00:00,0,6,2
0.852396972,0.375524759,0.57,0.29483066,0.583457056,0.57,01/02/2015 01:00,1,6,2
0.851555929,0.376114146,0.57,0.296613191,0.583762127,0.57,01/02/2015 02:00,2,6,2
0.893397813,0.374526464,0.56,0.308377897,0.558319266,0.56,01/02/2015 03:00,3,6,2
0.908326325,0.375240528,0.484,0.306595365,0.558136224,0.484,01/02/2015 04:00,4,6,2
0.890033642,0.38325392,0.408,0.306951872,0.561125913,0.408,01/02/2015 05:00,5,6,2
0.844827586,0.382599143,0.42,0.314795009,0.557709126,0.42,01/02/2015 06:00,6,6,2
0.799201009,0.380639171,0.314,0.406773619,0.557627774,0.314,01/02/2015 07:00,7,6,2
0.804037006,0.377124647,0.432,0.499108734,0.582887592,0.432,01/02/2015 08:00,8,6,2
0.819596299,0.376858726,0.43,0.527629234,0.582074071,0.43,01/02/2015 09:00,9,6,2
0.837888982,0.37851703,0.57,0.490196078,0.582094409,0.57,01/02/2015 10:00,10,6,2
0.867115223,0.375694774,0.568,0.452406417,0.585592548,0.568,01/02/2015 11:00,11,6,2
0.879941127,0.373796705,0.568,0.424955437,0.585612886,0.568,01/02/2015 12:00,12,6,2
0.878469302,0.379669647,0.568,0.407843137,0.584758689,0.568,01/02/2015 13:00,13,6,2
0.878889823,0.379971315,0.568,0.401782531,0.588826293,0.568,01/02/2015 14:00,14,6,2
0.848612279,0.379472604,0.57,0.450623886,0.588846631,0.57,01/02/2015 15:00,15,6,2
0.830109336,0.381930416,0.566,0.542245989,0.58496207,0.566,01/02/2015 16:00,16,6,2
0.841463415,0.381951341,0.566,0.623529412,0.58496207,0.566,01/02/2015 17:00,17,6,2
0.840412111,0.383647135,0.552,0.609625668,0.583538408,0.552,01/02/2015 18:00,18,6,2
0.854499579,0.383965369,0.536,0.479144385,0.58290793,0.536,01/02/2015 19:00,19,6,2
0.855340622,0.392691082,0.538,0.485561497,0.582155423,0.538,01/02/2015 20:00,20,6,2
0.853027754,0.397340785,0.536,0.439928699,0.578657284,0.536,01/02/2015 21:00,21,6,2
0.860176619,0.399447232,0.536,0.422816399,0.577518355,0.536,01/02/2015 22:00,22,6,2
0.882674516,0.3975666,0.538,0.365775401,0.620879009,0.538,01/02/2015 23:00,23,6,2
0.89255677,0.398189118,0.536,0.335115865,0.620797657,0.536,01/03/2015 00:00,0,6,3
0.885197645,0.400436809,0.536,0.333333333,0.621367122,0.536,01/03/2015 01:00,1,6,3
0.880992431,0.400214481,0.538,0.324064171,0.621448474,0.538,01/03/2015 02:00,2,6,3
0.873633305,0.396139343,0.536,0.320499109,0.620797657,0.536,01/03/2015 03:00,3,6,3
0.859545837,0.395343322,0.536,0.317647059,0.620675629,0.536,01/03/2015 04:00,4,6,3
0.866904962,0.398417549,0.538,0.31087344,0.618967235,0.538,01/03/2015 05:00,5,6,3
0.868797309,0.400407165,0.6,0.321212121,0.618153715,0.6,01/03/2015 06:00,6,6,3
0.875735913,0.405038559,0.608,0.346167558,0.617868982,0.608,01/03/2015 07:00,7,6,3
0.87195122,0.414949148,0.612,0.414616756,0.616994448,0.612,01/03/2015 08:00,8,6,3
0.846089151,0.417110523,0.61,0.472727273,0.621875572,0.61,01/03/2015 09:00,9,6,3
0.83999159,0.424238091,0.604,0.458110517,0.622078952,0.604,01/03/2015 10:00,10,6,3
0.855130362,0.426256479,0.584,0.463101604,0.620675629,0.584,01/03/2015 11:00,11,6,3
0.878259041,0.431401406,0.586,0.450980392,0.620370559,0.586,01/03/2015 12:00,12,6,3
0.881833474,0.437786138,0.586,0.40855615,0.619312982,0.586,01/03/2015 13:00,13,6,3
0.850294365,0.444110711,0.594,0.39714795,0.618296081,0.594,01/03/2015 14:00,14,6,3
0.830740118,0.452724824,0.588,0.412834225,0.618723179,0.588,01/03/2015 15:00,15,6,3
0.840832632,0.462172448,0.59,0.489839572,0.619312982,0.59,01/03/2015 16:00,16,6,3
0.82569386,0.472357678,0.586,0.648484848,0.618987573,0.586,01/03/2015 17:00,17,6,3
0.849032801,0.485693859,0.59,0.581105169,0.62014684,0.59,01/03/2015 18:00,18,6,3
0.859335576,0.498760631,0.592,0.505525847,0.621245093,0.592,01/03/2015 19:00,19,6,3
0.879941127,0.507454957,0.594,0.417825312,0.622790783,0.594,01/03/2015 20:00,20,6,3
0.876366695,0.516926994,0.598,0.383957219,0.623319571,0.598,01/03/2015 21:00,21,6,3
0.840412111,0.530838612,0.594,0.380748663,0.618987573,0.594,01/03/2015 22:00,22,6,3
0.811606392,0.551964986,0.592,0.336898396,0.60835079,0.592,01/03/2015 23:00,23,6,3
0.784693019,0.587271515,0.608,0.322994652,0.605808538,0.608,01/04/2015 00:00,0,2,4
0.787426409,0.613296075,0.608,0.344385027,0.606357664,0.608,01/04/2015 01:00,1,2,4
0.786795627,0.623354883,0.608,0.328342246,0.606439016,0.608,01/04/2015 02:00,2,2,4
0.795836838,0.632699626,0.608,0.31942959,0.606235636,0.608,01/04/2015 03:00,3,2,4
0.797939445,0.639299711,0.608,0.315151515,0.607354227,0.608,01/04/2015 04:00,4,2,4
0.78784693,0.638003235,0.608,0.314081996,0.607862678,0.608,01/04/2015 05:00,5,2,4
0.765979815,0.631133741,0.608,0.31942959,0.609062621,0.608,01/04/2015 06:00,6,2,4
0.728553406,0.62435841,0.612,0.337967914,0.613597999,0.612,01/04/2015 07:00,7,2,4
0.696593776,0.618028606,0.612,0.336185383,0.614472534,0.612,01/04/2015 08:00,8,2,4
0.685870479,0.611901949,0.614,0.377896613,0.615143688,0.614,01/04/2015 09:00,9,2,4
0.703322119,0.605856376,0.61,0.436363636,0.614879294,0.61,01/04/2015 10:00,10,2,4
0.718881413,0.594051205,0.61,0.459893048,0.613231914,0.61,01/04/2015 11:00,11,2,4
0.727502103,0.587697861,0.656,0.456327986,0.613211576,0.656,01/04/2015 12:00,12,2,4
0.703322119,0.58417026,0.678,0.416042781,0.613496309,0.678,01/04/2015 13:00,13,2,4
0.703111859,0.582002781,0.68,0.391800357,0.614025097,0.68,01/04/2015 14:00,14,2,4
0.695962994,0.579034923,0.684,0.388235294,0.614635238,0.684,01/04/2015 15:00,15,2,4
0.703111859,0.58325392,0.684,0.531194296,0.613516647,0.684,01/04/2015 16:00,16,2,4
0.700168209,0.595112276,0.676,0.617468806,0.612743802,0.676,01/04/2015 17:00,17,2,4
0.707737595,0.596359055,0.676,0.548306595,0.608005044,0.676,01/04/2015 18:00,18,2,4
0.704793944,0.591362346,0.674,0.486987522,0.605096707,0.674,01/04/2015 19:00,19,2,4
0.70920942,0.585767532,0.674,0.464171123,0.605544144,0.674,01/04/2015 20:00,20,2,4
0.722455845,0.586022991,0.678,0.429590018,0.602615469,0.678,01/04/2015 21:00,21,2,4
0.749158957,0.579309563,0.672,0.390730838,0.602046005,0.672,01/04/2015 22:00,22,2,4
0.756097561,0.577903231,0.668,0.351158645,0.584880718,0.668,01/04/2015 23:00,23,2,4
0.751261564,0.574744432,0.666,0.515864528,0.584921394,0.666,01/05/2015 00:00,0,4,5
0.74432296,0.571731236,0.666,0.446702317,0.584758689,0.666,01/05/2015 01:00,1,4,5
0.734440706,0.566492147,0.664,0.437076649,0.58526714,0.664,01/05/2015 02:00,2,4,5
0.724978974,0.562226068,0.662,0.446345811,0.585389168,0.662,01/05/2015 03:00,3,4,5
0.717619849,0.559384631,0.664,0.444206774,0.584514633,0.664,01/05/2015 04:00,4,4,5
0.711101766,0.553361727,0.666,0.449197861,0.587951758,0.666,01/05/2015 05:00,5,4,5
0.713414634,0.546140869,0.67,0.461675579,0.597225894,0.67,01/05/2015 06:00,6,4,5
0.728763667,0.543492116,0.674,0.537254902,0.59480567,0.674,01/05/2015 07:00,7,4,5
0.744743482,0.540639345,0.67,0.545454545,0.617929997,0.67,01/05/2015 08:00,8,4,5
0.71509672,0.541213038,0.67,0.614973262,0.65319612,0.67,01/05/2015 09:00,9,4,5
0.702901598,0.539203369,0.67,0.64171123,0.653013077,0.67,01/05/2015 10:00,10,4,5
0.705004205,0.539637562,0.676,0.687700535,0.649270882,0.676,01/05/2015 11:00,11,4,5
0.768713204,0.543839994,0.586,0.701960784,0.650816571,0.586,01/05/2015 12:00,12,4,5
0.787216148,0.542547005,0.558,0.587165775,0.651609754,0.558,01/05/2015 13:00,13,4,5
0.792893188,0.544729305,0.664,0.587878788,0.654457077,0.664,01/05/2015 14:00,14,4,5
0.802775442,0.534768147,0.664,0.623885918,0.644125364,0.664,01/05/2015 15:00,15,4,5
0.808873003,0.531223108,0.668,0.719073084,0.644023673,0.668,01/05/2015 16:00,16,4,5
0.815811606,0.532863103,0.662,0.771122995,0.644796518,0.662,01/05/2015 17:00,17,4,5
0.810555088,0.532292025,0.66,0.730481283,0.64693201,0.66,01/05/2015 18:00,18,4,5
0.821068124,0.532146422,0.668,0.660249554,0.64683032,0.668,01/05/2015 19:00,19,4,5
0.81686291,0.529781029,0.666,0.582174688,0.648274319,0.666,01/05/2015 20:00,20,4,5
0.805508831,0.529022499,0.664,0.565062389,0.645935447,0.664,01/05/2015 21:00,21,4,5
0.802144659,0.529547367,0.67,0.568270945,0.638369704,0.67,01/05/2015 22:00,22,4,5
0.77333894,0.530127163,0.658,0.490552585,0.630051455,0.658,01/05/2015 23:00,23,4,5
0.769554247,0.528379928,0.64,0.50802139,0.631312412,0.64,01/06/2015 00:00,0,0,6
0.760302775,0.529501157,0.642,0.492335116,0.631068356,0.642,01/06/2015 01:00,1,0,6
0.756518082,0.529257033,0.636,0.488057041,0.630254835,0.636,01/06/2015 02:00,2,0,6
0.768292683,0.52304842,0.638,0.477361854,0.630498892,0.638,01/06/2015 03:00,3,0,6
0.769133726,0.520553989,0.644,0.472370766,0.628526104,0.644,01/06/2015 04:00,4,0,6
0.767872161,0.519639393,0.646,0.459536542,0.628444752,0.646,01/06/2015 05:00,5,0,6
0.761984861,0.518876503,0.636,0.468805704,0.640078098,0.636,01/06/2015 06:00,6,0,6
0.742640875,0.51790698,0.596,0.5885918,0.63769855,0.596,01/06/2015 07:00,7,0,6
0.746635828,0.515926954,0.598,0.617825312,0.643250829,0.598,01/06/2015 08:00,8,0,6
0.760302775,0.514534572,0.502,0.643493761,0.645793081,0.502,01/06/2015 09:00,9,0,6
0.791211102,0.514087301,0.594,0.649197861,0.653216458,0.594,01/06/2015 10:00,10,0,6
0.796677881,0.513716754,0.596,0.734046346,0.662144847,0.596,01/06/2015 11:00,11,0,6
0.803616484,0.511123802,0.594,0.746524064,0.662409242,0.594,01/06/2015 12:00,12,0,6
0.787005887,0.497720486,0.564,0.593582888,0.663202424,0.564,01/06/2015 13:00,13,0,6
0.796047098,0.496825072,0.594,0.578609626,0.663975269,0.594,01/06/2015 14:00,14,0,6
0.832422204,0.494464037,0.594,0.585026738,0.661433017,0.594,01/06/2015 15:00,15,0,6
0.844617325,0.499424999,0.6,0.750802139,0.66283634,0.6,01/06/2015 16:00,16,0,6
0.849032801,0.505341535,0.592,0.779679144,0.663263438,0.592,01/06/2015 17:00,17,0,6
0.831581161,0.504003208,0.592,0.770766488,0.657121357,0.592,01/06/2015 18:00,18,0,6
0.79079058,0.502670113,0.598,0.767201426,0.657141695,0.598,01/06/2015 19:00,19,0,6
0.800462574,0.504795742,0.596,0.760427807,0.659053469,0.596,01/06/2015 20:00,20,0,6
0.823170732,0.505401694,0.596,0.706238859,0.654701133,0.596,01/06/2015 21:00,21,0,6
0.833263246,0.504216818,0.594,0.613190731,0.655901076,0.594,01/06/2015 22:00,22,0,6
0.833683768,0.5032316,0.592,0.600356506,0.690577396,0.592,01/06/2015 23:00,23,0,6
0.835996636,0.501190544,0.592,0.563279857,0.689194411,0.592,01/07/2015 00:00,0,2,7
0.834735071,0.500592438,0.592,0.536898396,0.688563933,0.592,01/07/2015 01:00,1,2,7
0.835786375,0.500167836,0.588,0.534759358,0.688909679,0.588,01/07/2015 02:00,2,2,7
0.838730025,0.499175643,0.588,0.521212121,0.689885904,0.588,01/07/2015 03:00,3,2,7
0.843355761,0.497228749,0.598,0.521568627,0.688767313,0.598,01/07/2015 04:00,4,2,7
0.839781329,0.494731703,0.6,0.521212121,0.686347089,0.6,01/07/2015 05:00,5,2,7
0.833263246,0.496751834,0.584,0.524064171,0.699241392,0.584,01/07/2015 06:00,6,2,7
0.807190917,0.49773618,0.58,0.516934046,0.696251703,0.58,01/07/2015 07:00,7,2,7
0.837678722,0.499411049,0.422,0.512655971,0.69680083,0.422,01/07/2015 08:00,8,2,7
0.858494533,0.499268934,0.58,0.523707665,0.69751266,0.58,01/07/2015 09:00,9,2,7
0.839150547,0.500245432,0.58,0.544385027,0.698895646,0.58,01/07/2015 10:00,10,2,7
0.835786375,0.50062121,0.58,0.538324421,0.703858122,0.58,01/07/2015 11:00,11,2,7
0.862489487,0.498390085,0.422,0.538324421,0.703614066,0.422,01/07/2015 12:00,12,2,7
0.871320437,0.49954619,0.22,0.538680927,0.703166629,0.22,01/07/2015 13:00,13,2,7
0.875735913,0.506504614,0.58,0.534759358,0.702332771,0.58,01/07/2015 14:00,14,2,7
0.879730866,0.508252721,0.59,0.549019608,0.702353109,0.59,01/07/2015 15:00,15,2,7
0.880361648,0.505755675,0.588,0.5885918,0.701661616,0.588,01/07/2015 16:00,16,2,7
0.861227923,0.507769703,0.584,0.643137255,0.693363705,0.584,01/07/2015 17:00,17,2,7
0.848402019,0.509245786,0.586,0.564705882,0.692814578,0.586,01/07/2015 18:00,18,2,7
0.85765349,0.50519506,0.588,0.557575758,0.691634973,0.588,01/07/2015 19:00,19,2,7
0.870058873,0.502925572,0.6,0.541532977,0.693119649,0.6,01/07/2015 20:00,20,2,7
0.889192599,0.503300478,0.594,0.52228164,0.693058635,0.594,01/07/2015 21:00,21,2,7
0.890033642,0.503858477,0.594,0.524064171,0.693567085,0.594,01/07/2015 22:00,22,2,7
0.88666947,0.503214163,0.592,0.54402852,0.720250564,0.592,01/07/2015 23:00,23,2,7
0.872582002,0.502393729,0.588,0.551515152,0.720514959,0.588,01/08/2015 00:00,0,5,8
0.870269134,0.50212432,0.594,0.551871658,0.721470845,0.594,01/08/2015 01:00,1,5,8
0.86627418,0.502008361,0.586,0.555793226,0.720413269,0.586,01/08/2015 02:00,2,5,8
0.861017662,0.502215867,0.588,0.559358289,0.719070959,0.588,01/08/2015 03:00,3,5,8
0.86059714,0.49805267,0.584,0.559358289,0.716488031,0.584,01/08/2015 04:00,4,5,8
0.875315391,0.496652441,0.602,0.573262032,0.716223637,0.602,01/08/2015 05:00,5,5,8
0.867115223,0.497728333,0.604,0.575044563,0.716671073,0.604,01/08/2015 06:00,6,5,8
0.864171573,0.502020568,0.612,0.572905526,0.715654172,0.612,01/08/2015 07:00,7,5,8
0.794575273,0.501786905,0.62,0.578609626,0.718521833,0.62,01/08/2015 08:00,8,5,8
0.828847771,0.501259422,0.618,0.585383244,0.721430169,0.618,01/08/2015 09:00,9,5,8
0.832422204,0.498007332,0.62,0.574688057,0.721247127,0.62,01/08/2015 10:00,10,5,8
0.8254836,0.503155747,0.62,0.567201426,0.721125099,0.62,01/08/2015 11:00,11,5,8
0.79373423,0.505966668,0.64,0.546167558,0.721653888,0.64,01/08/2015 12:00,12,5,8
0.840832632,0.507796731,0.644,0.538324421,0.723138563,0.644,01/08/2015 13:00,13,5,8
0.841253154,0.506931833,0.652,0.541532977,0.722487746,0.652,01/08/2015 14:00,14,5,8
0.772287637,0.508701736,0.65,0.609269162,0.71927434,0.65,01/08/2015 15:00,15,5,8
0.767031119,0.509535248,0.65,0.736541889,0.719131973,0.65,01/08/2015 16:00,16,5,8
0.755466779,0.510012163,0.642,0.757932264,0.718115073,0.642,01/08/2015 17:00,17,5,8
0.74432296,0.508622396,0.64,0.757219251,0.718298115,0.64,01/08/2015 18:00,18,5,8
0.741799832,0.506703402,0.644,0.679500891,0.717545608,0.644,01/08/2015 19:00,19,5,8
0.732338099,0.505646691,0.67,0.622816399,0.718989607,0.67,01/08/2015 20:00,20,5,8
0.68902439,0.504180199,0.67,0.601782531,0.717545608,0.67,01/08/2015 21:00,21,5,8
0.64255677,0.506295365,0.67,0.551515152,0.719355692,0.67,01/08/2015 22:00,22,5,8
0.621530698,0.509434982,0.594,0.544385027,0.723911408,0.594,01/08/2015 23:00,23,5,8
0.617115223,0.509802041,0.57,0.622816399,0.722365718,0.57,01/09/2015 00:00,0,1,9
0.619638352,0.507549119,0.572,0.621746881,0.721064085,0.572,01/09/2015 01:00,1,1,9
0.612699748,0.50438073,0.566,0.599643494,0.722101324,0.566,01/09/2015 02:00,2,1,9
0.606391926,0.504673679,0.566,0.592869875,0.722609774,0.566,01/09/2015 03:00,3,1,9
0.606602187,0.507099232,0.566,0.57540107,0.723179239,0.566,01/09/2015 04:00,4,1,9
0.596930193,0.507176829,0.574,0.554723708,0.725396083,0.574,01/09/2015 05:00,5,1,9
0.582211943,0.511054924,0.604,0.571479501,0.734731233,0.604,01/09/2015 06:00,6,1,9
0.574011775,0.514292191,0.64,0.682352941,0.731883911,0.64,01/09/2015 07:00,7,1,9
0.547518923,0.518239164,0.642,0.671657754,0.730582277,0.642,01/09/2015 08:00,8,1,9
0.557190917,0.519777149,0.642,0.674509804,0.73312453,0.642,01/09/2015 09:00,9,1,9
0.57569386,0.5234303,0.642,0.676292335,0.731904249,0.642,01/09/2015 10:00,10,1,9
0.587678722,0.523154788,0.64,0.66916221,0.73322622,0.64,01/09/2015 11:00,11,1,9
0.605761144,0.522690079,0.64,0.700891266,0.733571966,0.64,01/09/2015 12:00,12,1,9
0.61627418,0.526225528,0.638,0.680926916,0.732412699,0.638,01/09/2015 13:00,13,1,9
0.643818335,0.52930237,0.634,0.582887701,0.730907686,0.634,01/09/2015 14:00,14,1,9
0.633936081,0.527501951,0.636,0.583244207,0.731660192,0.636,01/09/2015 15:00,15,1,9
0.625735913,0.526078181,0.634,0.666666667,0.732575403,0.634,01/09/2015 16:00,16,1,9
0.626156434,0.526235118,0.63,0.693048128,0.731721206,0.63,01/09/2015 17:00,17,1,9
0.623423045,0.525586444,0.632,0.687700535,0.729382334,0.632,01/09/2015 18:00,18,1,9
0.640243902,0.528249147,0.63,0.688413547,0.731192418,0.63,01/09/2015 19:00,19,1,9
0.65979815,0.529584857,0.636,0.64456328,0.731741544,0.636,01/09/2015 20:00,20,1,9
0.61921783,0.52863713,0.638,0.56969697,0.721186113,0.638,01/09/2015 21:00,21,1,9
0.605761144,0.530709574,0.64,0.560427807,0.720901381,0.64,01/09/2015 22:00,22,1,9
0.609756098,0.539051663,0.636,0.543315508,0.719396368,0.636,01/09/2015 23:00,23,1,9
0.62783852,0.553792433,0.638,0.520855615,0.721084423,0.638,01/10/2015 00:00,0,3,10
0.62216148,0.567765954,0.638,0.467736185,0.718054058,0.638,01/10/2015 01:00,1,3,10
0.595248108,0.59022891,0.636,0.46916221,0.718582847,0.636,01/10/2015 02:00,2,3,10
0.615433137,0.615138345,0.634,0.460249554,0.720108198,0.634,01/10/2015 03:00,3,3,10
0.613751051,0.630221761,0.634,0.452406417,0.719131973,0.634,01/10/2015 04:00,4,3,10
0.605971405,0.648956585,0.632,0.451693405,0.724948647,0.632,01/10/2015 05:00,5,3,10
0.61059714,0.664333823,0.63,0.462032086,0.726087576,0.63,01/10/2015 06:00,6,3,10
0.623212784,0.667245881,0.634,0.498395722,0.72645366,0.634,01/10/2015 07:00,7,3,10
0.62510513,0.67180055,0.632,0.489839572,0.727124814,0.632,01/10/2015 08:00,8,3,10
0.64234651,0.664986857,0.632,0.578253119,0.723463971,0.632,01/10/2015 09:00,9,3,10
0.654331371,0.655444198,0.63,0.56114082,0.726168928,0.63,01/10/2015 10:00,10,3,10
0.640874685,0.647865871,0.63,0.657754011,0.730012813,0.63,01/10/2015 11:00,11,3,10
0.650126156,0.638193303,0.628,0.670588235,0.728792532,0.628,01/10/2015 12:00,12,3,10
0.647182506,0.634343108,0.628,0.555080214,0.723789379,0.628,01/10/2015 13:00,13,3,10
0.643187553,0.636848002,0.628,0.568983957,0.72389107,0.628,01/10/2015 14:00,14,3,10
0.627207738,0.637426926,0.628,0.667379679,0.730073827,0.628,01/10/2015 15:00,15,3,10
0.606181665,0.639240424,0.626,0.688770053,0.729972137,0.626,01/10/2015 16:00,16,3,10
0.598402019,0.636606493,0.62,0.708377897,0.728548476,0.62,01/10/2015 17:00,17,3,10
0.584735071,0.63766146,0.616,0.721925134,0.727490899,0.616,01/10/2015 18:00,18,3,10
0.587047939,0.637021505,0.614,0.617468806,0.72645366,0.614,01/10/2015 19:00,19,3,10
0.593355761,0.636612596,0.612,0.590374332,0.728426448,0.612,01/10/2015 20:00,20,3,10
0.606812447,0.63358545,0.61,0.587165775,0.720921719,0.61,01/10/2015 21:00,21,3,10
0.623843566,0.626997572,0.622,0.592869875,0.720392931,0.622,01/10/2015 22:00,22,3,10
0.619638352,0.598391393,0.63,0.589304813,0.711708597,0.63,01/10/2015 23:00,23,3,10
0.60744323,0.594425239,0.63,0.582887701,0.711220484,0.63,01/11/2015 00:00,0,6,11
0.608915055,0.590772088,0.63,0.562210339,0.712196709,0.63,01/11/2015 01:00,1,6,11
0.611227923,0.587662114,0.63,0.562210339,0.711932315,0.63,01/11/2015 02:00,2,6,11
0.611017662,0.587279361,0.63,0.551871658,0.713661047,0.63,01/11/2015 03:00,3,6,11
0.614592094,0.588051842,0.63,0.543315508,0.714637271,0.63,01/11/2015 04:00,4,6,11
0.614381833,0.590682285,0.63,0.549019608,0.718826903,0.63,01/11/2015 05:00,5,6,11
0.612489487,0.586546987,0.63,0.548306595,0.719904818,0.63,01/11/2015 06:00,6,6,11
0.603868797,0.588128567,0.63,0.547593583,0.720270902,0.63,01/11/2015 07:00,7,6,11
0.597981497,0.618107947,0.63,0.55258467,0.723504647,0.63,01/11/2015 08:00,8,6,11
0.578847771,0.627888627,0.63,0.604278075,0.714413553,0.63,01/11/2015 09:00,9,6,11
0.596299411,0.632511302,0.63,0.60855615,0.717138848,0.63,01/11/2015 10:00,10,6,11
0.594617325,0.634834845,0.632,0.611764706,0.711322175,0.632,01/11/2015 11:00,11,6,11
0.588309504,0.631579269,0.632,0.6114082,0.711281499,0.632,01/11/2015 12:00,12,6,11
0.636459209,0.627903449,0.632,0.598217469,0.71115947,0.632,01/11/2015 13:00,13,6,11
0.620269134,0.626695904,0.632,0.586809269,0.722772479,0.632,01/11/2015 14:00,14,6,11
0.611648444,0.624417697,0.646,0.595721925,0.724928308,0.646,01/11/2015 15:00,15,6,11
0.615853659,0.621319058,0.654,0.667023173,0.724562224,0.654,01/11/2015 16:00,16,6,11
0.628889823,0.622254578,0.65,0.737254902,0.722182676,0.65,01/11/2015 17:00,17,6,11
0.648444071,0.622435056,0.648,0.726559715,0.720474283,0.648,01/11/2015 18:00,18,6,11
0.640033642,0.620043507,0.648,0.607486631,0.720230226,0.648,01/11/2015 19:00,19,6,11
0.625525652,0.619710451,0.648,0.596434938,0.720392931,0.648,01/11/2015 20:00,20,6,11
0.613540791,0.618629327,0.648,0.610338681,0.713396652,0.648,01/11/2015 21:00,21,6,11
0.620899916,0.615970984,0.642,0.611764706,0.71341699,0.642,01/11/2015 22:00,22,6,11
0.642136249,0.612746795,0.644,0.565062389,0.712440766,0.644,01/11/2015 23:00,23,6,11
0.665895711,0.60965949,0.64,0.547237077,0.719823466,0.64,01/12/2015 00:00,0,1,12
0.674936922,0.606790153,0.64,0.547593583,0.71054933,0.64,01/12/2015 01:00,1,1,12
0.677880572,0.602995758,0.638,0.547237077,0.709695133,0.638,01/12/2015 02:00,2,1,12
0.661690496,0.59853874,0.64,0.547593583,0.709735809,0.64,01/12/2015 03:00,3,1,12
0.637089992,0.593064244,0.64,0.54688057,0.712969554,0.64,01/12/2015 04:00,4,1,12
0.619007569,0.592437367,0.64,0.54973262,0.721084423,0.64,01/12/2015 05:00,5,1,12
0.612489487,0.588638613,0.644,0.576114082,0.722182676,0.644,01/12/2015 06:00,6,1,12
0.60744323,0.589583724,0.654,0.592156863,0.719213325,0.654,01/12/2015 07:00,7,1,12
0.628679563,0.589029212,0.63,0.60855615,0.715186398,0.63,01/12/2015 08:00,8,1,12
0.667157275,0.588954231,0.652,0.688770053,0.716142285,0.652,01/12/2015 09:00,9,1,12
0.700378469,0.588645588,0.654,0.717647059,0.719660762,0.654,01/12/2015 10:00,10,1,12
0.740748528,0.587159043,0.654,0.598930481,0.718969269,0.654,01/12/2015 11:00,11,1,12
0.740748528,0.584772724,0.658,0.598930481,0.717789664,0.658,01/12/2015 12:00,12,1,12
0.72960471,0.584710821,0.66,0.587522282,0.716752425,0.66,01/12/2015 13:00,13,1,12
0.663582843,0.584749184,0.67,0.58573975,0.718562509,0.67,01/12/2015 14:00,14,1,12
0.681034483,0.582035041,0.658,0.588948307,0.71947772,0.658,01/12/2015 15:00,15,1,12
0.68881413,0.578606833,0.658,0.719073084,0.719131973,0.658,01/12/2015 16:00,16,1,12
0.693439865,0.578416764,0.658,0.727272727,0.71803372,0.658,01/12/2015 17:00,17,1,12
0.728132885,0.577513503,0.658,0.715508021,0.71783034,0.658,01/12/2015 18:00,18,1,12
0.748528175,0.576534389,0.654,0.663101604,0.717240538,0.654,01/12/2015 19:00,19,1,12
0.743061396,0.575132416,0.654,0.582174688,0.717769326,0.654,01/12/2015 20:00,20,1,12
