time,BE,DE,DK,GB,NL,NO,hour,dayofweek,month
2014-12-31 23:00:00+00:00,9555,47445.36082,3337.9,33623.59091,11586,6236.2,23,2,12
2015-01-01 00:00:00+00:00,9094,45923.71134,3223.2,33838.59091,11338,6268.8,0,3,1
2015-01-01 01:00:00+00:00,8691,44295.87629,3090.7,33390.59091,10917,6087.67,1,3,1
2015-01-01 02:00:00+00:00,8354,42868.04124,2953.4,31003.81818,10473,6028.72,2,3,1
2015-01-01 03:00:00+00:00,8080,42230.92784,2888.7,28861.81818,10200,5944.24,3,3,1
2015-01-01 04:00:00+00:00,7965,41491.75258,2916.7,27042.27273,10182,5978.83,4,3,1
2015-01-01 05:00:00+00:00,8005,40008.24742,3039.4,26506.40909,10317,6040.41,5,3,1
2015-01-01 06:00:00+00:00,7749,40252.57732,3172,27141.18182,10616,6092.15,6,3,1
2015-01-01 07:00:00+00:00,7769,40949.48454,3282.7,27663.45455,10875,6192.91,7,3,1
2015-01-01 08:00:00+00:00,7860,43330.92784,3484.8,28633.86364,11225,6353.99,8,3,1
2015-01-01 09:00:00+00:00,8092,46042.26804,3614.1,31614.86364,11768,6466.57,9,3,1
2015-01-01 10:00:00+00:00,8346,49177.31959,3780.9,35078.27273,12241,6515.73,10,3,1
2015-01-01 11:00:00+00:00,8533,50292.78351,3853.1,37840.86364,12375,6594,11,3,1
2015-01-01 12:00:00+00:00,8483,49550.51546,3884.7,39695.81818,12433,6703.25,12,3,1
2015-01-01 13:00:00+00:00,8365,48550.51546,3904.2,40078.31818,12492,6772.83,13,3,1
2015-01-01 14:00:00+00:00,8424,48623.71134,4019.6,40046.63636,12467,6902.43,14,3,1
2015-01-01 15:00:00+00:00,8595,51205.15464,4271.8,40797.27273,12907,6926.89,15,3,1
2015-01-01 16:00:00+00:00,9265,55873.19588,4528,43754.27273,14056,6895.47,16,3,1
2015-01-01 17:00:00+00:00,9505,56612.37113,4471.7,45062.81818,14127,6801.88,17,3,1
2015-01-01 18:00:00+00:00,9457,55575.25773,4253.7,43508,13959,6674.16,18,3,1
2015-01-01 19:00:00+00:00,9229,53380.41237,4046.8,41423.54545,13598,6564.1,19,3,1
2015-01-01 20:00:00+00:00,9085,52139.17526,3871.8,39184.72727,13055,6422.52,20,3,1
2015-01-01 21:00:00+00:00,9544,51942.26804,3637.8,36209.09091,12404,6256.76,21,3,1
2015-01-01 22:00:00+00:00,9688,49092.78351,3573,33604.45455,11642,6394.05,22,3,1
2015-01-01 23:00:00+00:00,9147,46297.93814,3365.4,30406.54545,11000,5932.72,23,3,1
2015-01-02 00:00:00+00:00,8660,44330.92784,3210.5,29514.95455,10515,5810.79,0,4,1
2015-01-02 01:00:00+00:00,8212,43297.93814,3171.1,28720.13636,10219,5802.28,1,4,1
2015-01-02 02:00:00+00:00,7958,43088.65979,3177.1,27568.95455,10119,5708.19,2,4,1
2015-01-02 03:00:00+00:00,7908,44057.73196,3204.8,26433.86364,10176,5746.87,3,4,1
2015-01-02 04:00:00+00:00,8145,45675.25773,3305.5,25663.5,10510,5926.19,4,4,1
2015-01-02 05:00:00+00:00,8607,48176.28866,3662.5,26389.13636,11332,6158.39,5,4,1
2015-01-02 06:00:00+00:00,8834,52085.56701,4019.1,29565.13636,12454,6520.54,6,4,1
2015-01-02 07:00:00+00:00,9346,55923.71134,4325.8,33327.31818,13594,6869.42,7,4,1
2015-01-02 08:00:00+00:00,9805,59093.81443,4508.5,36659.18182,14469,7012.08,8,4,1
2015-01-02 09:00:00+00:00,10147,61242.26804,4612,39769.77273,14906,7090.35,9,4,1
2015-01-02 10:00:00+00:00,10375,62901.03093,4573.5,40854.36364,14953,7165.93,10,4,1
2015-01-02 11:00:00+00:00,10371,63305.15464,4489,41388.31818,14766,7205.85,11,4,1
2015-01-02 12:00:00+00:00,10170,62268.04124,4468.6,41398.63636,14636,7121.97,12,4,1
2015-01-02 13:00:00+00:00,9799,61083.50515,4434.1,41274.04545,14585,7178.04,13,4,1
2015-01-02 14:00:00+00:00,9730,60588.65979,4452.7,41886.04545,14556,7288.62,14,4,1
2015-01-02 15:00:00+00:00,9982,62315.46392,4761.8,43436.68182,14871,7436.12,15,4,1
2015-01-02 16:00:00+00:00,10771,65736.08247,5164.7,48918.40909,16174,7381.02,16,4,1
2015-01-02 17:00:00+00:00,10962,65758.76289,5066.6,52266.31818,15822,7304.47,17,4,1
2015-01-02 18:00:00+00:00,10584,63725.7732,4681.8,51168.18182,15358,7254.32,18,4,1
2015-01-02 19:00:00+00:00,10093,59883.50515,4332.5,48476.22727,14711,7099.95,19,4,1
2015-01-02 20:00:00+00:00,9588,57591.75258,4090.5,45100.36364,13866,6923.85,20,4,1
2015-01-02 21:00:00+00:00,9973,56477.31959,3822.4,41684.59091,13075,6802.78,21,4,1
2015-01-02 22:00:00+00:00,10038,53063.91753,3708.3,37980.95455,12359,6625.96,22,4,1
2015-01-02 23:00:00+00:00,9484,49446.39175,3510.5,34415.40909,11558,6437.5,23,4,1
2015-01-03 00:00:00+00:00,8899,47089.69072,3362.2,33035.36364,10995,6284.27,0,5,1
2015-01-03 01:00:00+00:00,8454,45614.43299,3275.2,32156.72727,10593,6207.53,1,5,1
2015-01-03 02:00:00+00:00,8123,45094.84536,3211.4,30555.27273,10386,6191.18,2,5,1
2015-01-03 03:00:00+00:00,8117,45389.69072,3162.8,29301.86364,10329,6196.04,3,5,1
2015-01-03 04:00:00+00:00,8163,45576.28866,3219.2,28327.31818,10536,6262.88,4,5,1
2015-01-03 05:00:00+00:00,8438,45908.24742,3407.2,28633,10948,6355.1,5,5,1
2015-01-03 06:00:00+00:00,8596,48561.85567,3643.1,30892.36364,11667,6440.23,6,5,1
2015-01-03 07:00:00+00:00,9194,52079.38144,3895.4,33608.59091,12691,6636.45,7,5,1
2015-01-03 08:00:00+00:00,9701,55675.25773,4028.9,37422.90909,13689,6874.91,8,5,1
2015-01-03 09:00:00+00:00,10270,58290.72165,4150,41869.72727,14351,7078.44,9,5,1
2015-01-03 10:00:00+00:00,10651,60320.61856,4142,44624.95455,14637,7167.91,10,5,1
2015-01-03 11:00:00+00:00,10732,60593.81443,4094.8,45834.5,14684,7209.26,11,5,1
2015-01-03 12:00:00+00:00,10608,59637.1134,4032.3,46223.59091,14527,7161.99,12,5,1
2015-01-03 13:00:00+00:00,10346,58745.36082,3986.6,45590.04545,14444,7220.94,13,5,1
2015-01-03 14:00:00+00:00,10304,58759.79381,4014.5,44830,14417,7288.19,14,5,1
2015-01-03 15:00:00+00:00,10504,60625.7732,4359.2,45141.59091,14812,7430.77,15,5,1
2015-01-03 16:00:00+00:00,10955,63653.60825,4825.1,49162.27273,15526,7404.24,16,5,1
2015-01-03 17:00:00+00:00,11023,63745.36082,4727.3,52549.27273,15225,7414.04,17,5,1
2015-01-03 18:00:00+00:00,10579,61573.19588,4380.2,51466.09091,14760,7294.22,18,5,1
2015-01-03 19:00:00+00:00,10157,57778.35052,4081.2,48744.95455,14136,7130.99,19,5,1
2015-01-03 20:00:00+00:00,9747,55372.16495,3864.2,45725.90909,13428,7028.64,20,5,1
2015-01-03 21:00:00+00:00,9980,54548.45361,3628.9,42600.27273,12752,6927.97,21,5,1
2015-01-03 22:00:00+00:00,10007,51589.69072,3407,39544.04545,12040,6776.16,22,5,1
2015-01-03 23:00:00+00:00,9553,48179.38144,3310.1,36356.40909,11382,6502.19,23,5,1
2015-01-04 00:00:00+00:00,9007,45887.62887,3231.7,35277.18182,10841,6372.94,0,6,1
2015-01-04 01:00:00+00:00,8573,44602.06186,3141.3,34223.40909,10478,6309.61,1,6,1
2015-01-04 02:00:00+00:00,8283,43895.87629,3104,32674.40909,10314,6379.96,2,6,1
2015-01-04 03:00:00+00:00,8167,44009.27835,3119.3,31458.54545,10258,6375.67,3,6,1
2015-01-04 04:00:00+00:00,8074,43620.61856,3135.4,30502.90909,10331,6482.07,4,6,1
2015-01-04 05:00:00+00:00,8223,42751.54639,3188.3,30367.09091,10514,6556.84,5,6,1
2015-01-04 06:00:00+00:00,8355,44267.01031,3411.6,31470.09091,10965,6633.32,6,6,1
2015-01-04 07:00:00+00:00,8635,46622.68041,3669.5,32871.09091,11568,6842.12,7,6,1
2015-01-04 08:00:00+00:00,9178,49945.36082,3886.8,35430.40909,12164,6903.22,8,6,1
2015-01-04 09:00:00+00:00,9546,52926.80412,4008,39676.86364,12714,7178.14,9,6,1
2015-01-04 10:00:00+00:00,9982,56244.3299,4048.9,43126.86364,13004,7251.63,10,6,1
2015-01-04 11:00:00+00:00,10107,56418.5567,4018.2,45077.22727,13155,7164.68,11,6,1
2015-01-04 12:00:00+00:00,9765,54752.57732,3961.1,46262.72727,13024,7142.14,12,6,1
2015-01-04 13:00:00+00:00,9460,53136.08247,3934.7,46202.22727,12910,7230.68,13,6,1
2015-01-04 14:00:00+00:00,9360,52794.84536,3999.5,46295.68182,12951,7357.49,14,6,1
2015-01-04 15:00:00+00:00,9415,54832.98969,4422.6,47535.18182,13380,7591.61,15,6,1
2015-01-04 16:00:00+00:00,10353,59861.85567,4933.5,51764.5,14874,7638.02,16,6,1
2015-01-04 17:00:00+00:00,10822,60983.50515,4811,53954.13636,14955,7579.1,17,6,1
2015-01-04 18:00:00+00:00,10801,59615.46392,4491.6,52589.95455,14726,7532.22,18,6,1
2015-01-04 19:00:00+00:00,10414,57056.70103,4152.3,50164.86364,14185,7347.88,19,6,1
2015-01-04 20:00:00+00:00,10028,55419.58763,3912.5,47122.04545,13477,7184.6,20,6,1
2015-01-04 21:00:00+00:00,10150,55213.40206,3573.2,43289.59091,12772,7016.76,21,6,1
2015-01-04 22:00:00+00:00,10159,52052.57732,3348.5,39141.18182,11890,6803.02,22,6,1
2015-01-04 23:00:00+00:00,9575,49020.61856,3154.4,34777.81818,11226,6592.3,23,6,1
2015-01-05 00:00:00+00:00,9198,46945.36082,3031.4,33773.27273,10786,6442.55,0,0,1
2015-01-05 01:00:00+00:00,8853,46113.40206,2984.9,33370.04545,10571,6402.23,1,0,1
2015-01-05 02:00:00+00:00,8659,46250.51546,2980.2,32475.68182,10525,6374.38,2,0,1
2015-01-05 03:00:00+00:00,8699,47589.69072,3041.9,31669.13636,10644,6432.88,3,0,1
2015-01-05 04:00:00+00:00,9096,50848.45361,3311.8,30866.27273,11080,6700.96,4,0,1
2015-01-05 05:00:00+00:00,10342,56680.41237,4014.2,32369.09091,12499,7119,5,0,1
2015-01-05 06:00:00+00:00,11447,63013.40206,4793.3,38709.31818,14690,7709.6,6,0,1
2015-01-05 07:00:00+00:00,11875,66612.37113,5057.4,46473.04545,16232,7993.87,7,0,1
2015-01-05 08:00:00+00:00,12019,67792.78351,5072.9,49651.59091,16604,7982.66,8,0,1
2015-01-05 09:00:00+00:00,11927,69093.81443,5136.3,51411.68182,16704,7959.02,9,0,1
2015-01-05 10:00:00+00:00,11937,70193.81443,5117.7,52187.13636,16874,7957.73,10,0,1
2015-01-05 11:00:00+00:00,11721,70217.52577,5017.8,52638.86364,16831,7833.32,11,0,1
2015-01-05 12:00:00+00:00,11680,69275.25773,5022.1,52906.18182,16917,7786.45,12,0,1
2015-01-05 13:00:00+00:00,11630,68279.38144,4969.3,52693.22727,16821,7798.5,13,0,1
2015-01-05 14:00:00+00:00,11641,67782.47423,4902.9,52788.45455,16787,7890.13,14,0,1
2015-01-05 15:00:00+00:00,11782,69056.70103,5177.5,53441.31818,17169,7942.23,15,0,1
2015-01-05 16:00:00+00:00,12590,72818.5567,5540.3,56755.68182,17723,7836.61,16,0,1
2015-01-05 17:00:00+00:00,12692,72814.43299,5276.3,57726.68182,16998,7732.16,17,0,1
2015-01-05 18:00:00+00:00,12231,70925.7732,4913.1,57085.54545,16424,7666.52,18,0,1
2015-01-05 19:00:00+00:00,11618,66498.96907,4556.7,54818.86364,15670,7580.56,19,0,1
2015-01-05 20:00:00+00:00,10942,63483.50515,4249.8,51024.95455,14768,7404.68,20,0,1
2015-01-05 21:00:00+00:00,11145,61560.82474,3872.9,46121.5,13721,7165.5,21,0,1
2015-01-05 22:00:00+00:00,11088,57078.35052,3506.3,40831,12673,6798.69,22,0,1
2015-01-05 23:00:00+00:00,10513,53776.28866,3263.3,35727.72727,11799,6519.57,23,0,1
2015-01-06 00:00:00+00:00,10098,51390.72165,3137.1,34566.27273,11270,6442.33,0,1,1
2015-01-06 01:00:00+00:00,9709,50370.10309,3090.3,34084,11009,6393.14,1,1,1
2015-01-06 02:00:00+00:00,9465,50422.68041,3102.9,32840.13636,10915,6357.66,2,1,1
2015-01-06 03:00:00+00:00,9497,51214.43299,3183.1,31752.22727,10997,6415.93,3,1,1
2015-01-06 04:00:00+00:00,9844,53035.05155,3442.6,30866.27273,11427,6490.35,4,1,1
2015-01-06 05:00:00+00:00,10999,57313.40206,4156.3,32107.77273,12717,6885.61,5,1,1
2015-01-06 06:00:00+00:00,11951,62453.60825,4957.8,38619.18182,15044,7422.89,6,1,1
2015-01-06 07:00:00+00:00,12391,64960.82474,5224.5,46854.54545,16460,7596.82,7,1,1
2015-01-06 08:00:00+00:00,12447,66261.85567,5179.1,49603.77273,16795,7478.23,8,1,1
2015-01-06 09:00:00+00:00,12358,67822.68041,5246.7,50615.5,16801,7482.8,9,1,1
2015-01-06 10:00:00+00:00,12335,69123.71134,5232.1,50755.72727,16686,7467.77,10,1,1
2015-01-06 11:00:00+00:00,12117,68972.16495,5144.2,50588.31818,16467,7469.07,11,1,1
2015-01-06 12:00:00+00:00,12118,67586.59794,5181.1,50402.72727,16502,7485.49,12,1,1
2015-01-06 13:00:00+00:00,12111,66101.03093,5120.8,49899.13636,16546,7442.9,13,1,1
2015-01-06 14:00:00+00:00,12151,65789.69072,5049.9,49891.09091,16602,7554.72,14,1,1
2015-01-06 15:00:00+00:00,12278,67592.78351,5270.4,50741.59091,16957,7641.39,15,1,1
2015-01-06 16:00:00+00:00,12957,72017.52577,5606,55566.40909,17761,7414.9,16,1,1
2015-01-06 17:00:00+00:00,12990,72030.92784,5345.6,57744.04545,16976,7328.13,17,1,1
2015-01-06 18:00:00+00:00,12405,70461.85567,5005.1,57516.22727,16486,7268.09,18,1,1
2015-01-06 19:00:00+00:00,11812,66584.53608,4639.2,55599.54545,15650,7101.01,19,1,1
2015-01-06 20:00:00+00:00,11154,63592.78351,4329.1,52036.63636,14725,7053.14,20,1,1
2015-01-06 21:00:00+00:00,11370,61470.10309,3974.3,47336.59091,13670,6874.53,21,1,1
2015-01-06 22:00:00+00:00,11275,57417.52577,3615.5,41877.5,12669,6593.82,22,1,1
2015-01-06 23:00:00+00:00,10594,53839.17526,3369.8,36844,11853,6385.17,23,1,1
2015-01-07 00:00:00+00:00,10036,51416.49485,3240.1,35747.77273,11310,6189.27,0,2,1
2015-01-07 01:00:00+00:00,9685,50794.84536,3167.6,35078.04545,11050,6106.2,1,2,1
2015-01-07 02:00:00+00:00,9500,51124.74227,3162.3,33830.27273,10966,6070.04,2,2,1
2015-01-07 03:00:00+00:00,9469,52237.1134,3233.1,32776.54545,11020,6176.49,3,2,1
2015-01-07 04:00:00+00:00,9844,55768.04124,3490.6,31706.18182,11463,6400.23,4,2,1
2015-01-07 05:00:00+00:00,10900,64012.37113,4208,32766.18182,12787,6754.93,5,2,1
2015-01-07 06:00:00+00:00,11970,71128.86598,5009,39130.22727,14992,7472.19,6,2,1
2015-01-07 07:00:00+00:00,12343,74135.05155,5244,47491.86364,16418,7733.94,7,2,1
2015-01-07 08:00:00+00:00,12261,74332.98969,5162.5,49550.27273,16668,7701.79,8,2,1
2015-01-07 09:00:00+00:00,12110,75263.91753,5150.8,50625.31818,16650,7627.6,9,2,1
2015-01-07 10:00:00+00:00,12246,76194.84536,5069.9,51007.54545,16504,7601.78,10,2,1
2015-01-07 11:00:00+00:00,12067,75819.58763,4949.2,51432.09091,16194,7536.84,11,2,1
2015-01-07 12:00:00+00:00,12018,75109.27835,4941.3,51800.5,16294,7559.47,12,2,1
2015-01-07 13:00:00+00:00,11969,73928.86598,4882.2,51521.63636,16354,7596.07,13,2,1
2015-01-07 14:00:00+00:00,11957,73232.98969,4821.9,51517.13636,16375,7629.75,14,2,1
2015-01-07 15:00:00+00:00,12123,74098.96907,5118.2,52214.77273,16752,7782.63,15,2,1
2015-01-07 16:00:00+00:00,12881,77855.6701,5531.9,56762.31818,17646,7676.68,16,2,1
2015-01-07 17:00:00+00:00,12899,77364.94845,5310.7,58009.54545,16855,7520.97,17,2,1
2015-01-07 18:00:00+00:00,12309,75274.2268,4979.2,56505.09091,16386,7510.21,18,2,1
2015-01-07 19:00:00+00:00,11789,70916.49485,4628.8,53701.27273,15618,7325.25,19,2,1
2015-01-07 20:00:00+00:00,11171,67406.18557,4338.9,50093.13636,14756,7201.04,20,2,1
2015-01-07 21:00:00+00:00,11266,64868.04124,3985.5,45172,13658,6944.45,21,2,1
2015-01-07 22:00:00+00:00,11287,59874.2268,3666.3,40181.90909,12794,6650.4,22,2,1
2015-01-07 23:00:00+00:00,10565,56265.97938,3445.4,35257.77273,11967,6447.75,23,2,1
2015-01-08 00:00:00+00:00,10106,53814.43299,3324.2,33868.22727,11383,6226.48,0,3,1
2015-01-08 01:00:00+00:00,9711,52904.12371,3295,33501.63636,11070,6124.93,1,3,1
2015-01-08 02:00:00+00:00,9452,53207.21649,3320.3,32346.95455,10956,6027.74,2,3,1
2015-01-08 03:00:00+00:00,9457,54358.76289,3415.6,31475.86364,10969,6034.31,3,3,1
2015-01-08 04:00:00+00:00,9878,57292.78351,3657,30767.36364,11412,6284.89,4,3,1
2015-01-08 05:00:00+00:00,10874,65329.89691,4268.9,32457.40909,12682,6761.4,5,3,1
2015-01-08 06:00:00+00:00,11856,72596.90722,5020.1,38961.45455,14890,7309.75,6,3,1
2015-01-08 07:00:00+00:00,12251,75302.06186,5288.6,47472.63636,16362,7466.87,7,3,1
2015-01-08 08:00:00+00:00,12365,75489.69072,5230,50082.45455,16779,7404.75,8,3,1
2015-01-08 09:00:00+00:00,12438,76234.02062,5265.6,51168,16877,7434.02,9,3,1
2015-01-08 10:00:00+00:00,12613,77184.53608,5231.8,51224.68182,17078,7458.74,10,3,1
2015-01-08 11:00:00+00:00,12332,76618.5567,5150.1,50730.22727,17084,7343.16,11,3,1
2015-01-08 12:00:00+00:00,12428,76128.86598,5146.1,50240.31818,17162,7427.35,12,3,1
2015-01-08 13:00:00+00:00,12370,75231.95876,5040.1,49086.63636,16974,7392.28,13,3,1
2015-01-08 14:00:00+00:00,12331,74795.87629,4966,49133.18182,17043,7442.65,14,3,1
2015-01-08 15:00:00+00:00,12267,75607.21649,5191.6,50071.5,17214,7576.75,15,3,1
2015-01-08 16:00:00+00:00,12840,77651.54639,5526.5,54715.40909,17678,7560.62,16,3,1
2015-01-08 17:00:00+00:00,12808,76896.90722,5283.8,57254.77273,17099,7472.58,17,3,1
2015-01-08 18:00:00+00:00,12216,74693.81443,4926.7,56648.90909,16593,7397.38,18,3,1
2015-01-08 19:00:00+00:00,11596,70452.57732,4600.1,54277.86364,15829,7305.93,19,3,1
2015-01-08 20:00:00+00:00,11085,66820.61856,4305.9,50182.63636,14786,7116.56,20,3,1
2015-01-08 21:00:00+00:00,11256,63734.02062,3975.4,45124.22727,13717,6925.81,21,3,1
2015-01-08 22:00:00+00:00,11138,58803.09278,3650.9,40109.40909,12812,6685.16,22,3,1
2015-01-08 23:00:00+00:00,10491,54906.18557,3449.8,35596.22727,11964,6508.18,23,3,1
2015-01-09 00:00:00+00:00,9986,52675.25773,3331.8,34114.5,11411,6352.97,0,4,1
2015-01-09 01:00:00+00:00,9582,51715.46392,3289.4,33459.63636,11089,6314.92,1,4,1
2015-01-09 02:00:00+00:00,9399,52022.68041,3283.9,32312.13636,10942,6342.57,2,4,1
2015-01-09 03:00:00+00:00,9357,53657.73196,3325,31389.63636,10989,6431.59,3,4,1
2015-01-09 04:00:00+00:00,9844,56964.94845,3575.1,30466.81818,11411,6596.2,4,4,1
2015-01-09 05:00:00+00:00,10854,64968.04124,4311.2,31768.68182,12733,7100.59,5,4,1
2015-01-09 06:00:00+00:00,11724,72225.7732,5138.8,37930.18182,14871,7782.99,6,4,1
2015-01-09 07:00:00+00:00,12248,75627.83505,5375.1,46155.86364,16385,8006.45,7,4,1
2015-01-09 08:00:00+00:00,12302,75900,5345.4,48415.27273,16896,7897.39,8,4,1
2015-01-09 09:00:00+00:00,12333,76742.26804,5390.4,48702.36364,17013,7836.29,9,4,1
2015-01-09 10:00:00+00:00,12481,77556.70103,5282,48141.36364,17019,7741.65,10,4,1
2015-01-09 11:00:00+00:00,12204,76893.81443,5120.5,47915.45455,16812,7681.91,11,4,1
2015-01-09 12:00:00+00:00,12116,75443.29897,5039.3,48264.81818,16778,7592.48,12,4,1
2015-01-09 13:00:00+00:00,11906,73844.3299,4891.2,48530.13636,16560,7664.02,13,4,1
2015-01-09 14:00:00+00:00,11791,73262.8866,4858.9,49067.18182,16542,7743.54,14,4,1
2015-01-09 15:00:00+00:00,11951,73914.43299,5105.7,49785.54545,16809,7846.14,15,4,1
2015-01-09 16:00:00+00:00,12357,76512.37113,5430.6,53552.04545,17281,7843.41,16,4,1
2015-01-09 17:00:00+00:00,12297,75377.31959,5279.9,54996.18182,16647,7799.66,17,4,1
2015-01-09 18:00:00+00:00,11725,72519.58763,4836.5,53318.04545,15987,7537.35,18,4,1
2015-01-09 19:00:00+00:00,11064,67841.23711,4442.6,49990.09091,15148,7399.66,19,4,1
2015-01-09 20:00:00+00:00,10587,64252.57732,4159.6,46256.36364,14231,7263.07,20,4,1
2015-01-09 21:00:00+00:00,10809,61571.13402,3857.2,42104.86364,13340,7072.04,21,4,1
2015-01-09 22:00:00+00:00,10806,57184.53608,3553.3,38133.31818,12630,6871.32,22,4,1
2015-01-09 23:00:00+00:00,10167,52968.04124,3295.6,34232.68182,11901,6659.69,23,4,1
2015-01-10 00:00:00+00:00,9520,50139.17526,3101.9,33019.13636,11203,6552.14,0,5,1
2015-01-10 01:00:00+00:00,9005,48657.73196,3012.5,31962.54545,10802,6407.32,1,5,1
2015-01-10 02:00:00+00:00,8767,48386.59794,2979.2,30144.81818,10571,6369.72,2,5,1
2015-01-10 03:00:00+00:00,8485,48511.34021,3022.2,28981.31818,10492,6399.28,3,5,1
2015-01-10 04:00:00+00:00,8611,48644.3299,3160.5,27811.63636,10562,6484.31,4,5,1
2015-01-10 05:00:00+00:00,8810,49837.1134,3391,28029.81818,11024,6614.92,5,5,1
2015-01-10 06:00:00+00:00,9204,53527.83505,3748,30362.5,11914,6708.45,6,5,1
2015-01-10 07:00:00+00:00,9869,57664.94845,4113.3,33692.04545,13081,6961.71,7,5,1
2015-01-10 08:00:00+00:00,10368,60524.74227,4337.9,37366.86364,13994,7203.53,8,5,1
2015-01-10 09:00:00+00:00,10734,62584.53608,4495.6,40728,14540,7370.67,9,5,1
2015-01-10 10:00:00+00:00,10874,64402.06186,4501,42260.68182,14709,7409.68,10,5,1
2015-01-10 11:00:00+00:00,10924,64516.49485,4436.5,42922.40909,14701,7482.56,11,5,1
2015-01-10 12:00:00+00:00,10728,62728.86598,4341.9,42581.27273,14613,7499.7,12,5,1
2015-01-10 13:00:00+00:00,10511,60948.45361,4240.4,41779.72727,14504,7486.01,13,5,1
2015-01-10 14:00:00+00:00,10467,60091.75258,4278.3,41438.36364,14325,7448.35,14,5,1
2015-01-10 15:00:00+00:00,10451,61598.96907,4544.3,42274.27273,14434,7532.57,15,5,1
2015-01-10 16:00:00+00:00,11080,65547.42268,4974.5,46528.72727,15465,7635.38,16,5,1
2015-01-10 17:00:00+00:00,11273,65791.75258,4848,50685.40909,15192,7447.08,17,5,1
2015-01-10 18:00:00+00:00,10844,63574.2268,4469.1,50227.04545,14684,7102.54,18,5,1
2015-01-10 19:00:00+00:00,10356,59454.63918,4180.6,47006.72727,14028,6959.51,19,5,1
2015-01-10 20:00:00+00:00,9933,57215.46392,3943.3,43782.13636,13304,6899.48,20,5,1
2015-01-10 21:00:00+00:00,10093,56124.74227,3724.4,40798.59091,12678,6931.4,21,5,1
2015-01-10 22:00:00+00:00,10152,52827.83505,3536,37848.77273,12038,6799.93,22,5,1
2015-01-10 23:00:00+00:00,9663,49325.7732,3418.1,34640.63636,11419,6477.22,23,5,1
2015-01-11 00:00:00+00:00,9242,47034.02062,3292.9,33473.72727,10853,6195.64,0,6,1
2015-01-11 01:00:00+00:00,8835,45763.91753,3214.7,32347.68182,10471,6126.2,1,6,1
2015-01-11 02:00:00+00:00,8582,45482.47423,3204.2,30606.36364,10257,6065.75,2,6,1
2015-01-11 03:00:00+00:00,8545,45847.42268,3257.6,29330.18182,10208,6075.45,3,6,1
2015-01-11 04:00:00+00:00,8460,45625.7732,3304.7,28151.5,10266,6122.2,4,6,1
2015-01-11 05:00:00+00:00,8594,44804.12371,3459,28006.72727,10496,6044.61,5,6,1
2015-01-11 06:00:00+00:00,8628,46637.1134,3756.9,29334.31818,11019,6092.81,6,6,1
2015-01-11 07:00:00+00:00,9038,49608.24742,3991.9,31219.72727,11736,6534.62,7,6,1
2015-01-11 08:00:00+00:00,9596,53685.56701,4192.4,34169.04545,12443,6747.37,8,6,1
2015-01-11 09:00:00+00:00,9949,57153.60825,4329.8,38304.95455,13112,6891.32,9,6,1
2015-01-11 10:00:00+00:00,10208,60280.41237,4347.8,41181.40909,13370,6967,10,6,1
2015-01-11 11:00:00+00:00,10544,60110.30928,4352.2,42394.22727,13577,7404.63,11,6,1
2015-01-11 12:00:00+00:00,10340,58548.45361,4399,43748.86364,13532,7456.04,12,6,1
2015-01-11 13:00:00+00:00,9973,57045.36082,4391.9,44205.45455,13489,7388.32,13,6,1
2015-01-11 14:00:00+00:00,9744,56646.39175,4413.3,44365.63636,13443,7360.46,14,6,1
2015-01-11 15:00:00+00:00,9851,57694.84536,4679.7,45643.68182,13811,7315.29,15,6,1
2015-01-11 16:00:00+00:00,10660,62519.58763,5134.6,49562.90909,14986,7471.6,16,6,1
2015-01-11 17:00:00+00:00,10971,63870.10309,5022.9,51865,14919,7389,17,6,1
2015-01-11 18:00:00+00:00,10851,62261.85567,4712.7,50409.22727,14643,7337.5,18,6,1
2015-01-11 19:00:00+00:00,10472,59450.51546,4383.9,47677.04545,14068,7144.91,19,6,1
2015-01-11 20:00:00+00:00,10045,57722.68041,4129.7,44688.90909,13327,6936.71,20,6,1
2015-01-11 21:00:00+00:00,10155,57688.65979,3772.5,40904.63636,12659,6815.28,21,6,1
2015-01-11 22:00:00+00:00,10145,54321.64948,3556.4,36750.40909,11795,6647.05,22,6,1
2015-01-11 23:00:00+00:00,9538,51393.81443,3329.7,32219.86364,11147,6415.82,23,6,1
2015-01-12 00:00:00+00:00,9112,49712.37113,3252.3,31345.45455,10720,6320.21,0,0,1
2015-01-12 01:00:00+00:00,8763,48944.3299,3298,31108.81818,10397,6244.8,1,0,1
2015-01-12 02:00:00+00:00,8568,49394.84536,3324.2,30128.72727,10406,6208.03,2,0,1
2015-01-12 03:00:00+00:00,8656,50806.18557,3420.5,29263.54545,10550,6200.68,3,0,1
2015-01-12 04:00:00+00:00,9163,55187.62887,3693.1,28708.27273,11075,6382.04,4,0,1
2015-01-12 05:00:00+00:00,10457,64805.15464,4341.7,30472.31818,12490,6988.36,5,0,1
2015-01-12 06:00:00+00:00,11548,72660.82474,5074.5,37221.31818,14752,7617.94,6,0,1
2015-01-12 07:00:00+00:00,12023,75813.40206,5455.2,45844.18182,16222,7665.41,7,0,1
2015-01-12 08:00:00+00:00,12075,76148.45361,5450.9,48278.95455,16703,7723.34,8,0,1
2015-01-12 09:00:00+00:00,12119,77336.08247,5416,49352.22727,16855,7475.99,9,0,1
2015-01-12 10:00:00+00:00,12283,78167.01031,5462.2,49998.54545,16969,7400.06,10,0,1
