time,BE,DE,DK,GB,NL,NO,hour,dayofweek,month
2017-08-10 19:00:00+00:00,9252,57361.71429,3715.5,39533.75,12820,5070.81,19,3,8
2017-08-10 20:00:00+00:00,9109,53344.16327,3507.4,39212.04,12297,5089.59,20,3,8
2017-08-10 21:00:00+00:00,8667,49514.85714,3186.5,36108.36,11719,4916.97,21,3,8
2017-08-10 22:00:00+00:00,8158,46457.85714,2961.2,31610.11,10959,4636.34,22,3,8
2017-08-10 23:00:00+00:00,7817,44601.79592,2849.3,28067.99,10415,4517.37,23,3,8
2017-08-11 00:00:00+00:00,7563,43557.77551,2782.1,26543.93,10144,4415.6,0,4,8
2017-08-11 01:00:00+00:00,7471,43649.78571,2760.6,25434.69,10001,4370.3,1,4,8
2017-08-11 02:00:00+00:00,7518,44646.79592,2810.2,24926.73,10008,4414.08,2,4,8
2017-08-11 03:00:00+00:00,7840,48044.44898,2971.2,24648.48,10290,4549.22,3,4,8
2017-08-11 04:00:00+00:00,8401,54824.23469,3431.7,25466.83,10951,4704.74,4,4,8
2017-08-11 05:00:00+00:00,9021,60486.92857,3998.9,29356.52,11941,5208.47,5,4,8
2017-08-11 06:00:00+00:00,9653,63930.82653,4278.8,34138.48,12929,5334.95,6,4,8
2017-08-11 07:00:00+00:00,10074,65299.59184,4377.5,36789.39,13387,5419.77,7,4,8
2017-08-11 08:00:00+00:00,10198,67093.2551,4487.3,36795.36,13409,5475.65,8,4,8
2017-08-11 09:00:00+00:00,10279,68072.69388,4443.6,36684.27,13364,5469.08,9,4,8
2017-08-11 10:00:00+00:00,10152,67276.72449,4323.5,36909.71,13276,5394.21,10,4,8
2017-08-11 11:00:00+00:00,10044,65680.38776,4201.2,36548.65,13204,5323.51,11,4,8
2017-08-11 12:00:00+00:00,9903,63858.10204,4019.7,35891.8,13007,5275.64,12,4,8
2017-08-11 13:00:00+00:00,9782,62780.73469,3863.9,36103.35,12896,5232.02,13,4,8
2017-08-11 14:00:00+00:00,9710,61750.7551,3844,36840.51,12922,5172.13,14,4,8
2017-08-11 15:00:00+00:00,9689,61547.68367,3982.3,38139.24,13178,5145.08,15,4,8
2017-08-11 16:00:00+00:00,9490,61051.72449,3945.2,39649.49,13018,5126.83,16,4,8
2017-08-11 17:00:00+00:00,9165,59898.84694,3700.5,39648.43,12731,5166.69,17,4,8
2017-08-11 18:00:00+00:00,8954,57412.06122,3499.8,38982.39,12488,5010.64,18,4,8
2017-08-11 19:00:00+00:00,9008,54983.37755,3430.8,38183.61,12414,5009.94,19,4,8
2017-08-11 20:00:00+00:00,8986,51217.18367,3235.6,37216.7,12020,5020.64,20,4,8
2017-08-11 21:00:00+00:00,8553,47516.15306,2984.8,34027.65,11515,4854.15,21,4,8
2017-08-11 22:00:00+00:00,8043,44594.7449,2741,30274.19,10759,4673.32,22,4,8
2017-08-11 23:00:00+00:00,7687,42390.65306,2614.3,27414.42,10258,4474.15,23,4,8
2017-08-12 00:00:00+00:00,7433,41057.57143,2541.6,25634.3,9912,4347.55,0,5,8
2017-08-12 01:00:00+00:00,7330,40909.12245,2511.9,24659.17,9727,4340.06,1,5,8
2017-08-12 02:00:00+00:00,7280,40978.7449,2519.9,24161.68,9675,4163.96,2,5,8
2017-08-12 03:00:00+00:00,7266,41655.47959,2548.1,24094.38,9740,4285.02,3,5,8
2017-08-12 04:00:00+00:00,7331,43531.22449,2636.7,24653.16,9970,4432.35,4,5,8
2017-08-12 05:00:00+00:00,7641,46480.43878,2906.9,26390.89,10391,4681.01,5,5,8
2017-08-12 06:00:00+00:00,8242,50234.73469,3225.6,29295.5,11106,4947.33,6,5,8
2017-08-12 07:00:00+00:00,8712,53311.60204,3470.8,32433.1,11906,5348.19,7,5,8
2017-08-12 08:00:00+00:00,9073,55363.26531,3616.8,33915.06,12296,5560.06,8,5,8
2017-08-12 09:00:00+00:00,9344,56501.73469,3628.9,34020.76,12268,5560.08,9,5,8
2017-08-12 10:00:00+00:00,9359,55699.29592,3594.3,33488.29,12081,5417.75,10,5,8
2017-08-12 11:00:00+00:00,9030,53875.40816,3554.6,32302.69,11808,5314.94,11,5,8
2017-08-12 12:00:00+00:00,8843,52298.06122,3500.5,30997.84,11570,5264.17,12,5,8
2017-08-12 13:00:00+00:00,8811,51601.35714,3402.4,29873.5,11423,5112.32,13,5,8
2017-08-12 14:00:00+00:00,8721,51064.40816,3455,29602.28,11521,5081.98,14,5,8
2017-08-12 15:00:00+00:00,8817,51657.22449,3666.6,31034.03,11797,5039.29,15,5,8
2017-08-12 16:00:00+00:00,8879,51484.5102,3669.6,33709.99,11879,5043.97,16,5,8
2017-08-12 17:00:00+00:00,8743,50877.67347,3465.7,35215.29,11779,4964.67,17,5,8
2017-08-12 18:00:00+00:00,8497,49214.57143,3254.4,35660.7,11532,4999.17,18,5,8
2017-08-12 19:00:00+00:00,8442,48264.58163,3212.5,35673.31,11592,5025.42,19,5,8
2017-08-12 20:00:00+00:00,8393,45825.61224,3100.3,36116.52,11409,4699.24,20,5,8
2017-08-12 21:00:00+00:00,8065,42848.14286,2903,33710.15,10835,4551.63,21,5,8
2017-08-12 22:00:00+00:00,7645,40126.04082,2728.1,30341.73,10266,4437.62,22,5,8
2017-08-12 23:00:00+00:00,7346,38230.4898,2611.2,27333.29,9842,4296.28,23,5,8
2017-08-13 00:00:00+00:00,7103,37180.10204,2542.3,25774.12,9527,4242.77,0,6,8
2017-08-13 01:00:00+00:00,6972,36529.95918,2511.8,24690.06,9363,4238.68,1,6,8
2017-08-13 02:00:00+00:00,6974,36478.64286,2507.2,23972.45,9280,4263.43,2,6,8
2017-08-13 03:00:00+00:00,6909,36864.56122,2493.2,23758.43,9285,4172.7,3,6,8
2017-08-13 04:00:00+00:00,6862,37324.21429,2536.2,23682.09,9183,4186.7,4,6,8
2017-08-13 05:00:00+00:00,7032,39381.0102,2776.5,24402.16,9351,4398.14,5,6,8
2017-08-13 06:00:00+00:00,7431,42776.72449,3064.4,25869.62,9750,4645.39,6,6,8
2017-08-13 07:00:00+00:00,7825,45807.38776,3306.5,27421.24,10118,4801.88,7,6,8
2017-08-13 08:00:00+00:00,8034,48246.2551,3442.1,28610.76,10335,4895.63,8,6,8
2017-08-13 09:00:00+00:00,8123,50442.2551,3485.3,29262.99,10416,4935,9,6,8
2017-08-13 10:00:00+00:00,8082,49778.10204,3443,29655.92,10468,4996.17,10,6,8
2017-08-13 11:00:00+00:00,7873,47812.57143,3433,30493.08,10425,4926.05,11,6,8
2017-08-13 12:00:00+00:00,7646,46477.07143,3378.8,30169.45,10289,4833.39,12,6,8
2017-08-13 13:00:00+00:00,7513,45805.79592,3362,29714.06,10161,4862.72,13,6,8
2017-08-13 14:00:00+00:00,7520,45243.61224,3432,30090.07,10299,4878.09,14,6,8
2017-08-13 15:00:00+00:00,7770,46440.2449,3672.9,32166.26,10879,4717.73,15,6,8
2017-08-13 16:00:00+00:00,7997,47425.78571,3677.3,34492.63,11236,4991.58,16,6,8
2017-08-13 17:00:00+00:00,8134,47526.83673,3563.2,35942.13,11310,5039.04,17,6,8
2017-08-13 18:00:00+00:00,8107,47317.55102,3406.9,36310.18,11399,5017.06,18,6,8
2017-08-13 19:00:00+00:00,8367,47901.2551,3386.1,36673.62,11707,5155.23,19,6,8
2017-08-13 20:00:00+00:00,8317,46528.44898,3189.7,36745.9,11531,5048.1,20,6,8
2017-08-13 21:00:00+00:00,7975,43416.08163,2926.7,33758.43,10920,4848.79,21,6,8
2017-08-13 22:00:00+00:00,7469,41026.56122,2763.9,29460.33,10320,4486.97,22,6,8
2017-08-13 23:00:00+00:00,7188,39533.43878,2663.7,26562.27,9907,4382.16,23,6,8
2017-08-14 00:00:00+00:00,7002,38671.12245,2614.1,25416.48,9669,4338.27,0,0,8
2017-08-14 01:00:00+00:00,6911,38732.70408,2608.2,24673.55,9600,4335.98,1,0,8
2017-08-14 02:00:00+00:00,6974,40164.29592,2673,24401.83,9636,4359.91,2,0,8
2017-08-14 03:00:00+00:00,7170,44101.95918,2868.8,24620.03,9998,4515.44,3,0,8
2017-08-14 04:00:00+00:00,7589,51379.67347,3391.8,25856.6,10707,4998.89,4,0,8
2017-08-14 05:00:00+00:00,7957,57288.03061,3995.1,30028.69,11801,5457.57,5,0,8
2017-08-14 06:00:00+00:00,8536,61364.94898,4265,35270.03,12822,5476.29,6,0,8
2017-08-14 07:00:00+00:00,8874,63134.5,4333.2,38788,13196,5623.12,7,0,8
2017-08-14 08:00:00+00:00,9034,64784.11224,4427.2,39854.3,13180,5689.94,8,0,8
2017-08-14 09:00:00+00:00,9142,66221.57143,4437.4,38887.24,13120,5604.74,9,0,8
2017-08-14 10:00:00+00:00,9147,66011.05102,4366.8,38050.54,13024,5625.1,10,0,8
2017-08-14 11:00:00+00:00,8952,65240.11224,4382.6,37838.46,13179,5621.55,11,0,8
2017-08-14 12:00:00+00:00,8790,63907.7551,4290.4,37585.24,13194,5620.19,12,0,8
2017-08-14 13:00:00+00:00,8793,62855.65306,4142.7,37788.21,13159,5630.56,13,0,8
2017-08-14 14:00:00+00:00,8799,61484.61224,4098,38896.46,13260,5630.59,14,0,8
2017-08-14 15:00:00+00:00,8935,61067.66327,4272.9,40496.82,13468,5625.43,15,0,8
2017-08-14 16:00:00+00:00,8991,60690.90816,4186.1,42444.19,13254,5542.63,16,0,8
2017-08-14 17:00:00+00:00,8793,59779.61224,3990.6,43152.74,13069,5623.32,17,0,8
2017-08-14 18:00:00+00:00,8550,58069.69388,3804,42517,12884,5558.53,18,0,8
2017-08-14 19:00:00+00:00,8644,57230.85714,3741.2,41813.34,13016,5566.09,19,0,8
2017-08-14 20:00:00+00:00,8705,53756.97959,3456.4,40682.98,12544,5445.28,20,0,8
2017-08-14 21:00:00+00:00,8358,49511.36735,3139.2,36259.59,11867,4997.88,21,0,8
2017-08-14 22:00:00+00:00,7851,46525.21429,2935.1,31697.87,11071,5118.61,22,0,8
2017-08-14 23:00:00+00:00,7507,44679.0102,2795.9,28550.74,10597,4852.36,23,0,8
2017-08-15 00:00:00+00:00,7264,43476.37755,2731.4,27152.06,10333,4735.26,0,1,8
2017-08-15 01:00:00+00:00,7082,43457.16327,2727.1,26192.68,10223,4703.46,1,1,8
2017-08-15 02:00:00+00:00,7083,44199.67347,2811.4,25838.16,10197,4687.31,2,1,8
2017-08-15 03:00:00+00:00,7143,47132.9898,3032.1,25924.28,10435,4797.85,3,1,8
2017-08-15 04:00:00+00:00,7102,52959.20408,3535.7,27225.29,11104,5052.79,4,1,8
2017-08-15 05:00:00+00:00,7299,57955.06122,4120.5,31276.33,12179,5500.22,5,1,8
2017-08-15 06:00:00+00:00,7802,61133.02041,4384.9,36400.95,13248,5723.69,6,1,8
2017-08-15 07:00:00+00:00,8300,62821.58163,4463.4,38861.8,14006,5204.8,7,1,8
2017-08-15 08:00:00+00:00,8539,64945.11224,4545.1,39098.45,14348,5249.21,8,1,8
2017-08-15 09:00:00+00:00,8799,66467.80612,4539.5,37866.81,14429,5216.28,9,1,8
2017-08-15 10:00:00+00:00,8789,66268.69388,4470,36937.41,13957,5258.44,10,1,8
2017-08-15 11:00:00+00:00,8670,65442.46939,4480.9,36501.41,14075,5389.57,11,1,8
2017-08-15 12:00:00+00:00,8511,64241.68367,4420.2,35583.76,14141,5431.85,12,1,8
2017-08-15 13:00:00+00:00,8430,63000.28571,4270.5,34814.88,14137,5438.32,13,1,8
2017-08-15 14:00:00+00:00,8341,61831.18367,4227.6,35065.12,14134,5842.77,14,1,8
2017-08-15 15:00:00+00:00,8418,61916.41837,4462.5,36671.03,14260,5794,15,1,8
2017-08-15 16:00:00+00:00,8665,61625.77551,4367.5,38757.23,13769,5772.24,16,1,8
2017-08-15 17:00:00+00:00,8578,60795.12245,4155.9,40197.75,13362,5735.32,17,1,8
2017-08-15 18:00:00+00:00,8502,59362.14286,3978.3,40774.6,13123,5627.86,18,1,8
2017-08-15 19:00:00+00:00,8621,57934.89796,3864.9,40646.83,13103,5654.96,19,1,8
2017-08-15 20:00:00+00:00,8664,53966.0102,3537.1,40211.58,12537,5594.14,20,1,8
2017-08-15 21:00:00+00:00,8270,49704.59184,3198.1,36537.9,11882,5303.17,21,1,8
2017-08-15 22:00:00+00:00,7792,46873.97959,2950.6,32025.19,11221,4902.27,22,1,8
2017-08-15 23:00:00+00:00,7394,44944.62245,2813.3,28899.97,10711,4745.61,23,1,8
2017-08-16 00:00:00+00:00,7196,43860.78571,2755.5,27534.74,10427,4727.66,0,2,8
2017-08-16 01:00:00+00:00,7139,43991.0102,2750.6,26754.36,10278,4756.37,1,2,8
2017-08-16 02:00:00+00:00,7240,44995.08163,2804.6,26210.14,10342,4782.68,2,2,8
2017-08-16 03:00:00+00:00,7672,48841.37755,3021.6,26404.01,10561,4832.44,3,2,8
2017-08-16 04:00:00+00:00,8344,55952.4898,3502.2,27610.91,11201,5131.12,4,2,8
2017-08-16 05:00:00+00:00,8971,61467.20408,4082.9,31392.1,12246,5549.77,5,2,8
2017-08-16 06:00:00+00:00,9605,64636.78571,4353.6,36538.11,13180,5766.69,6,2,8
2017-08-16 07:00:00+00:00,9980,65850.06122,4402.8,39036.2,13620,5752.92,7,2,8
2017-08-16 08:00:00+00:00,10177,67242.81633,4528.6,39038.75,13639,5799.92,8,2,8
2017-08-16 09:00:00+00:00,10381,68656.65306,4515.3,37769.35,13605,5728.67,9,2,8
2017-08-16 10:00:00+00:00,10248,67888.7551,4448.4,36416.38,13561,5641.21,10,2,8
2017-08-16 11:00:00+00:00,10170,66889.35714,4464.9,36264.25,13615,5575.4,11,2,8
2017-08-16 12:00:00+00:00,10072,65811.44898,4405,35574.45,13628,5515.88,12,2,8
2017-08-16 13:00:00+00:00,10004,64665.42857,4206.6,34993.82,13649,5435.29,13,2,8
2017-08-16 14:00:00+00:00,9857,63058.61224,4131.6,35211.93,13700,5396.25,14,2,8
2017-08-16 15:00:00+00:00,9879,62763.02041,4330.2,36756.36,13867,5322.83,15,2,8
2017-08-16 16:00:00+00:00,9793,62122.04082,4257.9,38879.24,13481,5294.79,16,2,8
2017-08-16 17:00:00+00:00,9521,61275.79592,4051.9,39845.04,13237,5338.85,17,2,8
2017-08-16 18:00:00+00:00,9288,59720.2551,3870.6,39804.66,13028,5311.72,18,2,8
2017-08-16 19:00:00+00:00,9377,58522.05102,3826.3,39771.77,13200,5384.7,19,2,8
2017-08-16 20:00:00+00:00,9291,54537.86735,3518.3,38367.5,12706,5211.32,20,2,8
2017-08-16 21:00:00+00:00,8982,50243.55102,3177.3,34596.84,12062,4985.99,21,2,8
2017-08-16 22:00:00+00:00,8325,47221.60204,2949.2,30172.15,11272,4892.76,22,2,8
2017-08-16 23:00:00+00:00,8028,45400.07143,2808.7,27295.62,10715,4803.08,23,2,8
2017-08-17 00:00:00+00:00,7788,44332.84694,2745.2,26196.26,10420,4766.31,0,3,8
2017-08-17 01:00:00+00:00,7649,44371.37755,2751,25538.05,10306,4742.19,1,3,8
2017-08-17 02:00:00+00:00,7754,45419.55102,2811.5,25517.28,10309,4738.13,2,3,8
2017-08-17 03:00:00+00:00,8076,48876.17347,3010.3,25714.63,10611,4718.53,3,3,8
2017-08-17 04:00:00+00:00,8676,55575.7551,3490.8,27324.4,11330,5137.2,4,3,8
2017-08-17 05:00:00+00:00,9348,60905.37755,4084.5,31765.91,12416,5517.65,5,3,8
2017-08-17 06:00:00+00:00,9983,64311.59184,4346,37332.19,13494,5744.36,6,3,8
2017-08-17 07:00:00+00:00,10366,65878.71429,4405.8,40083.67,14169,5767.27,7,3,8
2017-08-17 08:00:00+00:00,10604,67466.45918,4516.7,40372.86,14354,5811.69,8,3,8
2017-08-17 09:00:00+00:00,10761,68766.88776,4513.8,39474.26,14504,5814.28,9,3,8
2017-08-17 10:00:00+00:00,10715,68314.84694,4471.9,38296.32,14491,5851.63,10,3,8
2017-08-17 11:00:00+00:00,10601,67734.95918,4488.1,36920.03,14606,5840.08,11,3,8
2017-08-17 12:00:00+00:00,10511,66497.20408,4416.3,35683.15,14573,5764.32,12,3,8
2017-08-17 13:00:00+00:00,10397,65620.16327,4318.6,35270.66,14487,5814.39,13,3,8
2017-08-17 14:00:00+00:00,10332,64396.10204,4336.3,35282.61,14487,5634.11,14,3,8
2017-08-17 15:00:00+00:00,10391,64245.05102,4525.8,37002.12,14498,5692.43,15,3,8
2017-08-17 16:00:00+00:00,10283,63775.08163,4425.5,39360.59,13988,5514.61,16,3,8
2017-08-17 17:00:00+00:00,9890,62790.36735,4198.3,40605.48,13552,5461.3,17,3,8
2017-08-17 18:00:00+00:00,9633,60908.17347,3970.9,40693.86,13256,5427.74,18,3,8
2017-08-17 19:00:00+00:00,9639,59128.60204,3828.5,40247.98,13253,5409.95,19,3,8
2017-08-17 20:00:00+00:00,9644,54982.35714,3506.8,39409.14,12740,5327.85,20,3,8
2017-08-17 21:00:00+00:00,9151,50923.71429,3166.6,35941.84,12073,5097.92,21,3,8
2017-08-17 22:00:00+00:00,8489,47886.87755,2938.5,31297.15,11283,5128.61,22,3,8
2017-08-17 23:00:00+00:00,8138,46025.89796,2827.6,28019.68,10735,4995.74,23,3,8
2017-08-18 00:00:00+00:00,7907,44811.13265,2785.9,26543.53,10455,4933.37,0,4,8
2017-08-18 01:00:00+00:00,7821,44787.30612,2773.8,25317.87,10293,4874.61,1,4,8
2017-08-18 02:00:00+00:00,7925,45594.13265,2843.9,24659.49,10293,4830.84,2,4,8
2017-08-18 03:00:00+00:00,8215,49049.53061,3047.3,24536.81,10587,4791.25,3,4,8
2017-08-18 04:00:00+00:00,8901,55934.14286,3532.1,25894.18,11327,5114.95,4,4,8
2017-08-18 05:00:00+00:00,9523,61443.54082,4100.2,29730.55,12348,5671.98,5,4,8
2017-08-18 06:00:00+00:00,10141,65137.53061,4375.2,34380.21,13404,5790.14,6,4,8
2017-08-18 07:00:00+00:00,10544,66567.35714,4473.1,36751.57,14034,5897.05,7,4,8
2017-08-18 08:00:00+00:00,10764,68264.33673,4553.4,36757.57,14199,5924.2,8,4,8
2017-08-18 09:00:00+00:00,10946,69259.17347,4530,35505.75,14244,5807.22,9,4,8
2017-08-18 10:00:00+00:00,10763,68466.07143,4389.1,35244.58,14126,5781.65,10,4,8
2017-08-18 11:00:00+00:00,10715,66993.65306,4288.1,35052.35,14120,5786.83,11,4,8
2017-08-18 12:00:00+00:00,10582,65388,4134.1,34273.57,14055,5712.91,12,4,8
2017-08-18 13:00:00+00:00,10420,64289.95918,4008.9,34085.18,13764,5674.31,13,4,8
2017-08-18 14:00:00+00:00,10207,63388.44898,3990.3,34438.97,13509,5637.41,14,4,8
2017-08-18 15:00:00+00:00,10115,63221.92857,4190.8,35539.48,13539,5628.73,15,4,8
2017-08-18 16:00:00+00:00,10007,62566.45918,4117.8,37172.56,13281,5515.51,16,4,8
2017-08-18 17:00:00+00:00,9737,61314.84694,3831.3,38160.64,13087,5448.21,17,4,8
2017-08-18 18:00:00+00:00,9416,59069.46939,3650.2,38447.74,12920,5381.66,18,4,8
2017-08-18 19:00:00+00:00,9408,56592.83673,3575.7,38189.08,12878,5382.13,19,4,8
2017-08-18 20:00:00+00:00,9356,52553.28571,3304.1,37148.39,12287,5230.26,20,4,8
2017-08-18 21:00:00+00:00,8900,49086.36735,3046.9,33497.42,11677,5030.85,21,4,8
2017-08-18 22:00:00+00:00,8397,45828.70408,2859.5,29379.23,10978,4838.28,22,4,8
2017-08-18 23:00:00+00:00,8063,43684.89796,2706.8,26095.74,10406,4655.35,23,4,8
2017-08-19 00:00:00+00:00,7750,42244.44898,2613.1,24525.77,10077,4664.06,0,5,8
2017-08-19 01:00:00+00:00,7663,41869.46939,2578.8,23439.51,9854,4584.7,1,5,8
2017-08-19 02:00:00+00:00,7552,41814.44898,2610,22718.36,9778,4493.57,2,5,8
2017-08-19 03:00:00+00:00,7532,42678.30612,2656.9,22417.47,9864,4515.87,3,5,8
2017-08-19 04:00:00+00:00,7616,44541.2449,2734.6,22901.56,10061,4509.57,4,5,8
2017-08-19 05:00:00+00:00,7871,47454.93878,3027.5,24632.01,10496,4636.86,5,5,8
2017-08-19 06:00:00+00:00,8375,51226.28571,3332.9,27212.68,11100,4904,6,5,8
2017-08-19 07:00:00+00:00,8833,54177.81633,3575.8,29434.44,11679,5179.74,7,5,8
2017-08-19 08:00:00+00:00,9051,56293.22449,3647,30165.85,11895,5286.26,8,5,8
2017-08-19 09:00:00+00:00,9085,57285.87755,3642.2,29771.23,11826,5354.5,9,5,8
2017-08-19 10:00:00+00:00,9113,56016.40816,3711.6,29509.84,11685,5358.49,10,5,8
2017-08-19 11:00:00+00:00,8900,54056.10204,3674.4,29160.95,11535,5308.08,11,5,8
2017-08-19 12:00:00+00:00,8692,52382.43878,3590.2,27775.56,11344,5133.19,12,5,8
2017-08-19 13:00:00+00:00,8665,51601.55102,3592.2,26734.57,11231,5038.63,13,5,8
2017-08-19 14:00:00+00:00,8721,51211.37755,3633.4,26659.42,11313,4995.81,14,5,8
2017-08-19 15:00:00+00:00,8754,51498.41837,3715.3,28485.38,11669,5007.75,15,5,8
2017-08-19 16:00:00+00:00,8666,51483.63265,3695.3,31361.31,11863,5080.6,16,5,8
2017-08-19 17:00:00+00:00,8633,50540.83673,3457.9,32840.35,11847,5129.23,17,5,8
2017-08-19 18:00:00+00:00,8544,49292.82653,3377.1,33212.94,11758,5161.63,18,5,8
2017-08-19 19:00:00+00:00,8599,48467.9898,3294.4,34135.27,11978,5099.82,19,5,8
2017-08-19 20:00:00+00:00,8494,46025.08163,3100.5,33855.89,11597,4822.83,20,5,8
2017-08-19 21:00:00+00:00,8223,42991.5102,2898.7,31411.34,11101,4778.83,21,5,8
2017-08-19 22:00:00+00:00,7802,40267.40816,2703.4,28158.33,10510,4387.68,22,5,8
2017-08-19 23:00:00+00:00,7523,38249.06122,2595.6,25488.04,10051,4283.21,23,5,8
2017-08-20 00:00:00+00:00,7258,37001.53061,2541.7,24232.14,9758,4250.46,0,6,8
2017-08-20 01:00:00+00:00,7182,36570.27551,2508.6,23287.3,9606,4247.96,1,6,8
2017-08-20 02:00:00+00:00,7196,36566.88776,2552.6,22772.81,9527,4212.82,2,6,8
2017-08-20 03:00:00+00:00,7190,37100.93878,2580.4,22747.32,9532,4190.49,3,6,8
2017-08-20 04:00:00+00:00,7106,37518.44898,2682.6,23087,9454,4095.89,4,6,8
2017-08-20 05:00:00+00:00,7238,39483.9898,2891.2,23786.18,9528,4401.84,5,6,8
2017-08-20 06:00:00+00:00,7499,43081.88776,3145.4,25757.45,9942,4751.6,6,6,8
2017-08-20 07:00:00+00:00,7897,46097.33673,3329.9,27885.76,10372,4840.66,7,6,8
2017-08-20 08:00:00+00:00,8228,48574.71429,3523.7,29295.31,10599,5023.43,8,6,8
2017-08-20 09:00:00+00:00,8496,50744.72449,3562.2,30490.69,10815,5058.64,9,6,8
2017-08-20 10:00:00+00:00,8435,50380.30612,3565.8,31409.95,10959,5079.92,10,6,8
2017-08-20 11:00:00+00:00,8190,48546.87755,3589.3,31797.52,10908,5079.15,11,6,8
2017-08-20 12:00:00+00:00,7992,47390.81633,3632.6,31833.39,10669,5124.09,12,6,8
2017-08-20 13:00:00+00:00,8029,46567.08163,3518.1,32085.31,10609,5145.3,13,6,8
2017-08-20 14:00:00+00:00,7953,46312.53061,3598.3,33326.05,10744,5081.55,14,6,8
2017-08-20 15:00:00+00:00,8142,47347.9898,3901.8,35959.53,11309,5130.28,15,6,8
2017-08-20 16:00:00+00:00,8346,48826.41837,3853.5,38139.44,11634,5244.91,16,6,8
2017-08-20 17:00:00+00:00,8437,48968.65306,3646.8,38765.93,11697,5359.26,17,6,8
2017-08-20 18:00:00+00:00,8478,49245.06122,3504.4,38648.47,11768,5351.47,18,6,8
2017-08-20 19:00:00+00:00,8747,49226.67347,3452.3,38667.37,12059,5344.52,19,6,8
2017-08-20 20:00:00+00:00,8618,47756.40816,3184.2,37408.46,11644,5191.94,20,6,8
2017-08-20 21:00:00+00:00,8216,44677.92857,2926.6,34167.39,11021,4951.31,21,6,8
2017-08-20 22:00:00+00:00,7709,42242.27551,2766.3,30047.78,10459,4468.26,22,6,8
2017-08-20 23:00:00+00:00,7512,40682.33673,2686.9,27244.14,10066,4320.96,23,6,8
2017-08-21 00:00:00+00:00,7314,40229.16327,2654,26262.29,9907,4234.89,0,0,8
2017-08-21 01:00:00+00:00,7230,40289.16327,2666.9,25723.39,9835,4239.71,1,0,8
2017-08-21 02:00:00+00:00,7324,41875.11224,2735.5,25238.71,9893,4237.46,2,0,8
2017-08-21 03:00:00+00:00,7782,46499.28571,2986.1,25443.13,10270,4415.26,3,0,8
2017-08-21 04:00:00+00:00,8568,54421.45918,3503.5,27219.96,11173,5062.25,4,0,8
2017-08-21 05:00:00+00:00,9190,60200.04082,4104.9,31647.02,12339,5719.24,5,0,8
2017-08-21 06:00:00+00:00,9881,63918.22449,4361.6,37139.13,13313,5766.08,6,0,8
2017-08-21 07:00:00+00:00,10307,65625.03061,4466.1,40726.99,13625,5721.82,7,0,8
2017-08-21 08:00:00+00:00,10417,67353.35714,4574.1,42075.83,13661,5746.13,8,0,8
2017-08-21 09:00:00+00:00,10550,68546.15306,4565.1,42048.38,13669,5543.38,9,0,8
2017-08-21 10:00:00+00:00,10406,68092.81633,4474.4,41937.17,13540,5495.16,10,0,8
2017-08-21 11:00:00+00:00,10402,67516.08163,4472.7,41759.33,13585,5529.2,11,0,8
2017-08-21 12:00:00+00:00,10278,66146.59184,4401.4,41144.6,13544,5522.58,12,0,8
2017-08-21 13:00:00+00:00,10337,64964.31633,4233,40760.69,13557,5437.91,13,0,8
2017-08-21 14:00:00+00:00,10233,63550.76531,4184.4,41246.21,13631,5330.15,14,0,8
2017-08-21 15:00:00+00:00,10231,62811.72449,4432.2,42786.95,13867,5314.43,15,0,8
2017-08-21 16:00:00+00:00,10219,62260.91837,4332.1,44469.83,13589,5342.46,16,0,8
2017-08-21 17:00:00+00:00,9939,61358.05102,4112.7,44798.52,13418,5427.79,17,0,8
2017-08-21 18:00:00+00:00,9680,60028.85714,3919.4,44266.92,13240,5378.69,18,0,8
2017-08-21 19:00:00+00:00,9689,58456.55102,3798.3,43931.48,13437,5322.6,19,0,8
2017-08-21 20:00:00+00:00,9364,54012,3473.4,41742.55,12671,5235.3,20,0,8
2017-08-21 21:00:00+00:00,8942,49636.44898,3126.8,37254.25,11897,5023.32,21,0,8
2017-08-21 22:00:00+00:00,8413,46799.78571,2927.7,32580.13,11186,4914.51,22,0,8
2017-08-21 23:00:00+00:00,8084,45263.5102,2811.5,29318.5,10661,4817.28,23,0,8
2017-08-22 00:00:00+00:00,7811,44164.64286,2777.1,28035.58,10398,4905.26,0,1,8
2017-08-22 01:00:00+00:00,7738,44280.89796,2791.9,27189.48,10270,4905.67,1,1,8
2017-08-22 02:00:00+00:00,7824,45347,2845.3,26735.13,10291,4914.65,2,1,8
2017-08-22 03:00:00+00:00,8197,49033.96939,3054.2,26859.15,10589,4909.14,3,1,8
2017-08-22 04:00:00+00:00,8882,56205.35714,3552.1,28386.89,11472,5194.78,4,1,8
2017-08-22 05:00:00+00:00,9577,61439.28571,4114.6,32588.76,12666,5825.09,5,1,8
2017-08-22 06:00:00+00:00,10135,64560.77551,4362.7,37998.04,13594,5899.63,6,1,8
2017-08-22 07:00:00+00:00,10422,65570.78571,4426.9,41414.23,13857,5979.1,7,1,8
2017-08-22 08:00:00+00:00,10554,67210.44898,4506.1,41953.28,13824,5940.9,8,1,8
2017-08-22 09:00:00+00:00,10691,68495.84694,4485.2,41821.97,13772,5743.18,9,1,8
2017-08-22 10:00:00+00:00,10473,67841.86735,4442.4,41859.02,13624,5783.36,10,1,8
